title,hatespeech,subtype,text
Fury as feminist blames toddler alligator death on white 'entitlement',1,1,"Karvictho; first off the boy didn't ""fall"" into the Gorilla area - he CLIMBED in! Second, he told his Momma he wanted to go in prior to escaping into the pit! And both Mom and Dad were right next to him but were distracted taking photos! Third off, various stories as to if the Dad was there or not, but he was there. So that boy had 2 parents and 2 siblings old enough to watch over him but ALL were too occupied on Social media to bother watching this lil boy that had to.d his parents that he wanted to climb in!! These deaths have NOTHING at all do with Racism, nor ""White Privileges""!! Grow up! Pull up your pants, stop looting your hood and then blah the about not having anything good in your neighborhood! Oh, and BTW, they too could have gone to Disney and gotten their kid eaten by a Gator! They take Food Stamps there ya know!!"
Fury as feminist blames toddler alligator death on white 'entitlement',0,-1,"The sign said no swimming and BTW all black people do not live in the hood and there are 45.2% of White Privileged, victims on welfare vs 25.7% of Black hood living, drug selling thugs according to the US Department of Agricultural 2015 report ijs"
Fury as feminist blames toddler alligator death on white 'entitlement',0,-1,"Please tell me if I I'm getting this right: the US Department of Agriculture states that 45.2% of welfare recipients are ""white privilege victims?"""
Fury as feminist blames toddler alligator death on white 'entitlement',0,-1,"I kind of think you fail to see the real picture: Black child is alive while the white child is dead. This is not racial, it is about life and death."
Fury as feminist blames toddler alligator death on white 'entitlement',0,-1,I take it you're femme_esq?
Fury as feminist blames toddler alligator death on white 'entitlement',0,-1,deiw @karvictho you are a part of the problem
Fury as feminist blames toddler alligator death on white 'entitlement',0,-1,People like YOU are the problem!
Fury as feminist blames toddler alligator death on white 'entitlement',0,-1,Maybe the family in Florida got more sympathy because their child was killed. I agree that the Chicago family was unnecessarily maligned.
Fury as feminist blames toddler alligator death on white 'entitlement',0,-1,"There are many people who are mad at the white parents. They shrugged off the sign and decided to go into the water. The water could have had bacteria or amebas or some other danger. The gorilla enclosure was a clear hazard, and as every parent knows kids are quick."
Fury as feminist blames toddler alligator death on white 'entitlement',0,-1,"If you wish to start a petition to go after them for reckless endangerment. I'm in! However, fighting an alligator with your bare hands as your son is being dragged under by a large animal might be enough. Same with being helpless to fend off a large gorilla as your son is dragged around. The gorilla lawsuit went nowhere because it was an accident. Wait, didn't both families get go fund me pages"
Fury as feminist blames toddler alligator death on white 'entitlement',0,-1,"Maybe, it was a bunch of people mad that a rare gorilla was shot, and people could care less about a gator. I guess everything I see isn't about race. Conformation bias is something we all should learn about."
Fury as feminist blames toddler alligator death on white 'entitlement',0,-1,"It is otherwise: you live in a fantasy world. The problem is people like you and Ms Snarth, the current President, the ""reverends"" (Al and Jesse), every liberal-socialist, etc. etc. who think that everything is about ""phobia"", ""hate"" and ""race"". Because of the first amendment, your ability to spout the foul libelous statements and baseless accusations is protected. Because of the first amendment, you're going to have to learn to let those who disagree with you continue to disagree. Tragedies happen. Sometimes by our own inattention, and sometimes with no warning or ability to prevent them. When no crime is committed, then those involved in the tragedy should be left alone to grieve."
Fury as feminist blames toddler alligator death on white 'entitlement',1,1,"Considering the fact that I'll never be black, I suppose I'll have to settle for being part of the solution."
Fury as feminist blames toddler alligator death on white 'entitlement',0,-1,"However, it is YOU that is ""part of the problem"" (in fact, a very LARGE part of the problem)... carrying and spreading your venomous hatred of the human race, and especially ""whites. And it would indeed be for the same tragedy that befell this little ""white"" boy to befall YOU, that would be a much to be desired (and quite poetic) ""part of the solution""."
